Soc;Année;Mois;Jour;qqt achetée
007;2008;12;15;3
007;2008;12;16;248
007;2008;12;17;147
007;2008;12;18;30
007;2008;12;19;85
007;2008;12;20;34
007;2008;12;21;81
007;2008;12;22;121
007;2008;12;23;120
007;2008;12;24;52
007;2008;12;25;240
007;2008;12;26;145
007;2008;12;27;73
007;2008;12;28;139
007;2008;12;29;221
007;2008;12;30;10
007;2008;12;31;80
001;2007;01;1;1
001;2007;01;2;114
001;2007;01;3;68
001;2007;01;4;105
001;2007;01;5;36
001;2007;01;6;157
001;2007;01;7;133
001;2007;01;8;33
001;2007;01;9;235
001;2007;01;10;24
001;2007;01;11;38
001;2007;01;12;207
001;2007;01;13;90
001;2007;01;14;15
001;2007;01;15;200
001;2007;01;16;235
001;2007;01;17;28
001;2007;01;18;3
001;2007;01;19;44
001;2007;01;20;35
001;2007;01;21;139
001;2007;01;22;30
001;2007;01;23;138
001;2007;01;24;150
001;2007;01;25;182
001;2007;01;26;207
001;2007;01;27;11
001;2007;01;28;214
001;2007;01;29;1
001;2007;01;30;212
001;2007;01;31;198
001;2007;02;1;108
001;2007;02;2;26
001;2007;02;3;66
001;2007;02;4;40
001;2007;02;5;155
001;2007;02;6;32
001;2007;02;7;135
001;2007;02;8;97
001;2007;02;9;211
001;2007;02;10;155
001;2007;02;11;52
001;2007;02;12;199
001;2007;02;13;195
001;2007;02;14;148
001;2007;02;15;97
001;2007;02;16;18
001;2007;02;17;128
001;2007;02;18;60
001;2007;02;19;123
001;2007;02;20;138
001;2007;02;21;13
001;2007;02;22;191
001;2007;02;23;108
001;2007;02;24;236
001;2007;02;25;149
001;2007;02;26;36
001;2007;02;27;34
001;2007;02;28;83
001;2007;03;1;234
001;2007;03;2;115
001;2007;03;3;187
001;2007;03;4;234
001;2007;03;5;132
001;2007;03;6;135
001;2007;03;7;217
001;2007;03;8;63
001;2007;03;9;61
001;2007;03;10;242
001;2007;03;11;149
001;2007;03;12;194
001;2007;03;13;15
001;2007;03;14;52
001;2007;03;15;37
001;2007;03;16;228
001;2007;03;17;22
001;2007;03;18;230
001;2007;03;19;236
001;2007;03;20;210
001;2007;03;21;143
001;2007;03;22;54
001;2007;03;23;31
001;2007;03;24;42
001;2007;03;25;54
001;2007;03;26;204
001;2007;03;27;75
001;2007;03;28;30
001;2007;03;29;214
001;2007;03;30;164
001;2007;03;31;55
001;2007;04;1;155
001;2007;04;2;133
001;2007;04;3;228
001;2007;04;4;138
001;2007;04;5;32
001;2007;04;6;143
001;2007;04;7;75
001;2007;04;8;21
001;2007;04;9;144
001;2007;04;10;127
001;2007;04;11;28
001;2007;04;12;9
001;2007;04;13;225
001;2007;04;14;4
001;2007;04;15;217
001;2007;04;16;26
001;2007;04;17;108
001;2007;04;18;20
001;2007;04;19;173
001;2007;04;20;203
001;2007;04;21;8
001;2007;04;22;34
001;2007;04;23;66
001;2007;04;24;14
001;2007;04;25;105
001;2007;04;26;41
001;2007;04;27;142
001;2007;04;28;46
001;2007;04;29;103
001;2007;04;30;227
001;2007;05;1;22
001;2007;05;2;100
001;2007;05;3;54
001;2007;05;4;93
001;2007;05;5;119
001;2007;05;6;163
001;2007;05;7;48
001;2007;05;8;211
001;2007;05;9;58
001;2007;05;10;141
001;2007;05;11;124
001;2007;05;12;81
001;2007;05;13;235
001;2007;05;14;160
001;2007;05;15;210
001;2007;05;16;88
001;2007;05;17;166
001;2007;05;18;233
001;2007;05;19;75
001;2007;05;20;194
001;2007;05;21;193
001;2007;05;22;1
001;2007;05;23;46
001;2007;05;24;30
001;2007;05;25;61
001;2007;05;26;75
001;2007;05;27;100
001;2007;05;28;198
001;2007;05;29;49
001;2007;05;30;185
001;2007;05;31;235
001;2007;06;1;0
001;2007;06;2;139
001;2007;06;3;193
001;2007;06;4;216
001;2007;06;5;60
001;2007;06;6;67
001;2007;06;7;95
001;2007;06;8;100
001;2007;06;9;78
001;2007;06;10;158
001;2007;06;11;223
001;2007;06;12;122
001;2007;06;13;188
001;2007;06;14;149
001;2007;06;15;20
001;2007;06;16;239
001;2007;06;17;220
001;2007;06;18;60
001;2007;06;19;56
001;2007;06;20;185
001;2007;06;21;174
001;2007;06;22;132
001;2007;06;23;5
001;2007;06;24;177
001;2007;06;25;72
001;2007;06;26;54
001;2007;06;27;204
001;2007;06;28;28
001;2007;06;29;128
001;2007;06;30;222
001;2007;07;1;192
001;2007;07;2;45
001;2007;07;3;31
001;2007;07;4;214
001;2007;07;5;108
001;2007;07;6;229
001;2007;07;7;3
001;2007;07;8;92
001;2007;07;9;195
001;2007;07;10;73
001;2007;07;11;49
001;2007;07;12;194
001;2007;07;13;134
001;2007;07;14;204
001;2007;07;15;13
001;2007;07;16;74
001;2007;07;17;61
001;2007;07;18;25
001;2007;07;19;101
001;2007;07;20;55
001;2007;07;21;230
001;2007;07;22;241
001;2007;07;23;194
001;2007;07;24;99
001;2007;07;25;57
001;2007;07;26;132
001;2007;07;27;72
001;2007;07;28;201
001;2007;07;29;59
001;2007;07;30;235
001;2007;07;31;32
001;2007;08;1;168
001;2007;08;2;193
001;2007;08;3;83
001;2007;08;4;182
001;2007;08;5;91
001;2007;08;6;106
001;2007;08;7;132
001;2007;08;8;147
001;2007;08;9;92
001;2007;08;10;175
001;2007;08;11;170
001;2007;08;12;126
001;2007;08;13;62
001;2007;08;14;201
001;2007;08;15;51
001;2007;08;16;94
001;2007;08;17;53
001;2007;08;18;244
001;2007;08;19;213
001;2007;08;20;11
001;2007;08;21;131
001;2007;08;22;76
001;2007;08;23;31
001;2007;08;24;202
001;2007;08;25;189
001;2007;08;26;94
001;2007;08;27;79
001;2007;08;28;82
001;2007;08;29;202
001;2007;08;30;215
001;2007;08;31;176
001;2007;09;1;186
001;2007;09;2;81
001;2007;09;3;241
001;2007;09;4;206
001;2007;09;5;209
001;2007;09;6;159
001;2007;09;7;237
001;2007;09;8;235
001;2007;09;9;219
001;2007;09;10;138
001;2007;09;11;189
001;2007;09;12;135
001;2007;09;13;218
001;2007;09;14;192
001;2007;09;15;125
001;2007;09;16;60
001;2007;09;17;106
001;2007;09;18;133
001;2007;09;19;235
001;2007;09;20;38
001;2007;09;21;237
001;2007;09;22;25
001;2007;09;23;147
001;2007;09;24;174
001;2007;09;25;152
001;2007;09;26;63
001;2007;09;27;19
001;2007;09;28;152
001;2007;09;29;193
001;2007;09;30;88
001;2007;10;1;228
001;2007;10;2;200
001;2007;10;3;210
001;2007;10;4;208
001;2007;10;5;121
001;2007;10;6;248
001;2007;10;7;122
001;2007;10;8;2
001;2007;10;9;136
001;2007;10;10;170
001;2007;10;11;163
001;2007;10;12;205
001;2007;10;13;82
001;2007;10;14;198
001;2007;10;15;198
001;2007;10;16;216
001;2007;10;17;206
001;2007;10;18;219
001;2007;10;19;72
001;2007;10;20;216
001;2007;10;21;105
001;2007;10;22;119
001;2007;10;23;238
001;2007;10;24;89
001;2007;10;25;8
001;2007;10;26;73
001;2007;10;27;144
001;2007;10;28;91
001;2007;10;29;10
001;2007;10;30;133
001;2007;10;31;210
001;2007;11;1;95
001;2007;11;2;142
001;2007;11;3;58
001;2007;11;4;103
001;2007;11;5;93
001;2007;11;6;117
001;2007;11;7;211
001;2007;11;8;165
001;2007;11;9;9
001;2007;11;10;196
001;2007;11;11;218
001;2007;11;12;120
001;2007;11;13;97
001;2007;11;14;185
001;2007;11;15;162
001;2007;11;16;15
001;2007;11;17;248
001;2007;11;18;197
001;2007;11;19;136
001;2007;11;20;114
001;2007;11;21;160
001;2007;11;22;51
001;2007;11;23;109
001;2007;11;24;174
001;2007;11;25;85
001;2007;11;26;143
001;2007;11;27;71
001;2007;11;28;89
001;2007;11;29;243
001;2007;11;30;233
001;2007;12;1;79
001;2007;12;2;121
001;2007;12;3;171
001;2007;12;4;52
001;2007;12;5;80
001;2007;12;6;224
001;2007;12;7;232
001;2007;12;8;241
001;2007;12;9;71
001;2007;12;10;41
001;2007;12;11;21
001;2007;12;12;227
001;2007;12;13;173
001;2007;12;14;42
001;2007;12;15;197
001;2007;12;16;213
001;2007;12;17;19
001;2007;12;18;76
001;2007;12;19;47
001;2007;12;20;174
001;2007;12;21;246
001;2007;12;22;71
001;2007;12;23;201
001;2007;12;24;112
001;2007;12;25;110
001;2007;12;26;230
001;2007;12;27;197
001;2007;12;28;83
001;2007;12;29;242
001;2007;12;30;229
001;2007;12;31;37
002;2007;01;1;95
002;2007;01;2;197
002;2007;01;3;158
002;2007;01;4;190
002;2007;01;5;72
002;2007;01;6;51
002;2007;01;7;84
002;2007;01;8;30
002;2007;01;9;69
002;2007;01;10;105
002;2007;01;11;28
002;2007;01;12;70
002;2007;01;13;51
002;2007;01;14;192
002;2007;01;15;232
002;2007;01;16;16
002;2007;01;17;200
002;2007;01;18;65
002;2007;01;19;145
002;2007;01;20;159
002;2007;01;21;137
002;2007;01;22;142
002;2007;01;23;169
002;2007;01;24;200
002;2007;01;25;163
002;2007;01;26;233
002;2007;01;27;40
002;2007;01;28;118
002;2007;01;29;98
002;2007;01;30;106
002;2007;01;31;84
002;2007;02;1;68
002;2007;02;2;127
002;2007;02;3;135
002;2007;02;4;47
002;2007;02;5;3
002;2007;02;6;222
002;2007;02;7;82
002;2007;02;8;110
002;2007;02;9;214
002;2007;02;10;99
002;2007;02;11;62
002;2007;02;12;124
002;2007;02;13;113
002;2007;02;14;214
002;2007;02;15;81
002;2007;02;16;37
002;2007;02;17;118
002;2007;02;18;237
002;2007;02;19;136
002;2007;02;20;40
002;2007;02;21;224
002;2007;02;22;178
002;2007;02;23;170
002;2007;02;24;206
002;2007;02;25;19
002;2007;02;26;224
002;2007;02;27;152
002;2007;02;28;132
002;2007;03;1;210
002;2007;03;2;134
002;2007;03;3;53
002;2007;03;4;153
002;2007;03;5;151
002;2007;03;6;169
002;2007;03;7;28
002;2007;03;8;198
002;2007;03;9;175
002;2007;03;10;98
002;2007;03;11;196
002;2007;03;12;165
002;2007;03;13;117
002;2007;03;14;131
002;2007;03;15;60
002;2007;03;16;68
002;2007;03;17;51
002;2007;03;18;177
002;2007;03;19;71
002;2007;03;20;35
002;2007;03;21;158
002;2007;03;22;166
002;2007;03;23;167
002;2007;03;24;246
002;2007;03;25;21
002;2007;03;26;198
002;2007;03;27;153
002;2007;03;28;79
002;2007;03;29;233
002;2007;03;30;173
002;2007;03;31;184
002;2007;04;1;79
002;2007;04;2;120
002;2007;04;3;8
002;2007;04;4;147
002;2007;04;5;142
002;2007;04;6;138
002;2007;04;7;124
002;2007;04;8;118
002;2007;04;9;68
002;2007;04;10;129
002;2007;04;11;95
002;2007;04;12;178
002;2007;04;13;179
002;2007;04;14;232
002;2007;04;15;201
002;2007;04;16;43
002;2007;04;17;200
002;2007;04;18;244
002;2007;04;19;114
002;2007;04;20;186
002;2007;04;21;52
002;2007;04;22;143
002;2007;04;23;161
002;2007;04;24;211
002;2007;04;25;119
002;2007;04;26;189
002;2007;04;27;122
002;2007;04;28;13
002;2007;04;29;127
002;2007;04;30;224
002;2007;05;1;42
002;2007;05;2;139
002;2007;05;3;30
002;2007;05;4;146
002;2007;05;5;87
002;2007;05;6;212
002;2007;05;7;239
002;2007;05;8;20
002;2007;05;9;0
002;2007;05;10;40
002;2007;05;11;54
002;2007;05;12;249
002;2007;05;13;13
002;2007;05;14;54
002;2007;05;15;68
002;2007;05;16;217
002;2007;05;17;84
002;2007;05;18;236
002;2007;05;19;42
002;2007;05;20;7
002;2007;05;21;157
002;2007;05;22;203
002;2007;05;23;237
002;2007;05;24;198
002;2007;05;25;33
002;2007;05;26;245
002;2007;05;27;197
002;2007;05;28;106
002;2007;05;29;79
002;2007;05;30;16
002;2007;05;31;126
002;2007;06;1;178
002;2007;06;2;168
002;2007;06;3;56
002;2007;06;4;149
002;2007;06;5;10
002;2007;06;6;125
002;2007;06;7;98
002;2007;06;8;151
002;2007;06;9;90
002;2007;06;10;211
002;2007;06;11;229
002;2007;06;12;143
002;2007;06;13;148
002;2007;06;14;78
002;2007;06;15;229
002;2007;06;16;99
002;2007;06;17;217
002;2007;06;18;65
002;2007;06;19;22
002;2007;06;20;183
002;2007;06;21;93
002;2007;06;22;162
002;2007;06;23;24
002;2007;06;24;198
002;2007;06;25;140
002;2007;06;26;131
002;2007;06;27;223
002;2007;06;28;190
002;2007;06;29;196
002;2007;06;30;74
002;2007;07;1;42
002;2007;07;2;28
002;2007;07;3;156
002;2007;07;4;60
002;2007;07;5;166
002;2007;07;6;15
002;2007;07;7;248
002;2007;07;8;127
002;2007;07;9;207
002;2007;07;10;192
002;2007;07;11;239
002;2007;07;12;195
002;2007;07;13;33
002;2007;07;14;21
002;2007;07;15;133
002;2007;07;16;159
002;2007;07;17;215
002;2007;07;18;240
002;2007;07;19;168
002;2007;07;20;121
002;2007;07;21;159
002;2007;07;22;155
002;2007;07;23;231
002;2007;07;24;114
002;2007;07;25;71
002;2007;07;26;215
002;2007;07;27;199
002;2007;07;28;45
002;2007;07;29;158
002;2007;07;30;127
002;2007;07;31;78
002;2007;08;1;191
002;2007;08;2;149
002;2007;08;3;137
002;2007;08;4;76
002;2007;08;5;212
002;2007;08;6;216
002;2007;08;7;201
002;2007;08;8;250
002;2007;08;9;34
002;2007;08;10;33
002;2007;08;11;190
002;2007;08;12;129
002;2007;08;13;70
002;2007;08;14;100
002;2007;08;15;50
002;2007;08;16;92
002;2007;08;17;55
002;2007;08;18;123
002;2007;08;19;242
002;2007;08;20;234
002;2007;08;21;34
002;2007;08;22;53
002;2007;08;23;71
002;2007;08;24;182
002;2007;08;25;110
002;2007;08;26;112
002;2007;08;27;230
002;2007;08;28;55
002;2007;08;29;23
002;2007;08;30;217
002;2007;08;31;96
002;2007;09;1;179
002;2007;09;2;78
002;2007;09;3;189
002;2007;09;4;174
002;2007;09;5;72
002;2007;09;6;225
002;2007;09;7;4
002;2007;09;8;23
002;2007;09;9;205
002;2007;09;10;109
002;2007;09;11;166
002;2007;09;12;244
002;2007;09;13;177
002;2007;09;14;216
002;2007;09;15;91
002;2007;09;16;2
002;2007;09;17;64
002;2007;09;18;248
002;2007;09;19;165
002;2007;09;20;12
002;2007;09;21;55
002;2007;09;22;12
002;2007;09;23;29
002;2007;09;24;90
002;2007;09;25;87
002;2007;09;26;142
002;2007;09;27;21
002;2007;09;28;119
002;2007;09;29;146
002;2007;09;30;127
002;2007;10;1;183
002;2007;10;2;154
002;2007;10;3;100
002;2007;10;4;49
002;2007;10;5;59
002;2007;10;6;187
002;2007;10;7;249
002;2007;10;8;72
002;2007;10;9;120
002;2007;10;10;210
002;2007;10;11;104
002;2007;10;12;24
002;2007;10;13;225
002;2007;10;14;60
002;2007;10;15;6
002;2007;10;16;114
002;2007;10;17;15
002;2007;10;18;221
002;2007;10;19;207
002;2007;10;20;211
002;2007;10;21;51
002;2007;10;22;228
002;2007;10;23;233
002;2007;10;24;21
002;2007;10;25;202
002;2007;10;26;225
002;2007;10;27;192
002;2007;10;28;96
002;2007;10;29;62
002;2007;10;30;200
002;2007;10;31;48
002;2007;11;1;84
002;2007;11;2;75
002;2007;11;3;169
002;2007;11;4;42
002;2007;11;5;71
002;2007;11;6;152
002;2007;11;7;156
002;2007;11;8;212
002;2007;11;9;125
002;2007;11;10;149
002;2007;11;11;67
002;2007;11;12;81
002;2007;11;13;215
002;2007;11;14;12
002;2007;11;15;30
002;2007;11;16;196
002;2007;11;17;53
002;2007;11;18;179
002;2007;11;19;39
002;2007;11;20;86
002;2007;11;21;106
002;2007;11;22;170
002;2007;11;23;246
002;2007;11;24;27
002;2007;11;25;165
002;2007;11;26;125
002;2007;11;27;6
002;2007;11;28;11
002;2007;11;29;219
002;2007;11;30;150
002;2007;12;1;226
002;2007;12;2;175
002;2007;12;3;157
002;2007;12;4;175
002;2007;12;5;25
002;2007;12;6;162
002;2007;12;7;196
002;2007;12;8;29
002;2007;12;9;146
002;2007;12;10;224
002;2007;12;11;28
002;2007;12;12;90
002;2007;12;13;127
002;2007;12;14;233
002;2007;12;15;175
002;2007;12;16;25
002;2007;12;17;23
002;2007;12;18;141
002;2007;12;19;70
002;2007;12;20;17
002;2007;12;21;217
002;2007;12;22;124
002;2007;12;23;113
002;2007;12;24;193
002;2007;12;25;21
002;2007;12;26;0
002;2007;12;27;162
002;2007;12;28;28
002;2007;12;29;192
002;2007;12;30;42
002;2007;12;31;114
003;2007;01;1;44
003;2007;01;2;179
003;2007;01;3;186
003;2007;01;4;101
003;2007;01;5;112
003;2007;01;6;249
003;2007;01;7;89
003;2007;01;8;56
003;2007;01;9;40
003;2007;01;10;189
003;2007;01;11;155
003;2007;01;12;96
003;2007;01;13;213
003;2007;01;14;220
003;2007;01;15;230
003;2007;01;16;200
003;2007;01;17;56
003;2007;01;18;50
003;2007;01;19;11
003;2007;01;20;22
003;2007;01;21;151
003;2007;01;22;25
003;2007;01;23;138
003;2007;01;24;156
003;2007;01;25;95
003;2007;01;26;234
003;2007;01;27;224
003;2007;01;28;224
003;2007;01;29;75
003;2007;01;30;203
003;2007;01;31;107
003;2007;02;1;122
003;2007;02;2;47
003;2007;02;3;79
003;2007;02;4;48
003;2007;02;5;89
003;2007;02;6;178
003;2007;02;7;233
003;2007;02;8;57
003;2007;02;9;132
003;2007;02;10;50
003;2007;02;11;150
003;2007;02;12;243
003;2007;02;13;13
003;2007;02;14;184
003;2007;02;15;149
003;2007;02;16;97
003;2007;02;17;94
003;2007;02;18;224
003;2007;02;19;181
003;2007;02;20;65
003;2007;02;21;181
003;2007;02;22;28
003;2007;02;23;88
003;2007;02;24;193
003;2007;02;25;143
003;2007;02;26;149
003;2007;02;27;132
003;2007;02;28;59
003;2007;03;1;209
003;2007;03;2;22
003;2007;03;3;164
003;2007;03;4;184
003;2007;03;5;158
003;2007;03;6;137
003;2007;03;7;166
003;2007;03;8;133
003;2007;03;9;137
003;2007;03;10;67
003;2007;03;11;15
003;2007;03;12;182
003;2007;03;13;128
003;2007;03;14;80
003;2007;03;15;156
003;2007;03;16;91
003;2007;03;17;26
003;2007;03;18;190
003;2007;03;19;60
003;2007;03;20;50
003;2007;03;21;53
003;2007;03;22;14
003;2007;03;23;168
003;2007;03;24;200
003;2007;03;25;196
003;2007;03;26;109
003;2007;03;27;58
003;2007;03;28;178
003;2007;03;29;99
003;2007;03;30;40
003;2007;03;31;98
003;2007;04;1;245
003;2007;04;2;0
003;2007;04;3;114
003;2007;04;4;71
003;2007;04;5;188
003;2007;04;6;132
003;2007;04;7;157
003;2007;04;8;19
003;2007;04;9;203
003;2007;04;10;120
003;2007;04;11;90
003;2007;04;12;113
003;2007;04;13;11
003;2007;04;14;186
003;2007;04;15;178
003;2007;04;16;149
003;2007;04;17;48
003;2007;04;18;183
003;2007;04;19;180
003;2007;04;20;52
003;2007;04;21;91
003;2007;04;22;72
003;2007;04;23;202
003;2007;04;24;245
003;2007;04;25;19
003;2007;04;26;225
003;2007;04;27;248
003;2007;04;28;196
003;2007;04;29;54
003;2007;04;30;12
003;2007;05;1;123
003;2007;05;2;239
003;2007;05;3;242
003;2007;05;4;32
003;2007;05;5;33
003;2007;05;6;190
003;2007;05;7;246
003;2007;05;8;136
003;2007;05;9;88
003;2007;05;10;165
003;2007;05;11;21
003;2007;05;12;129
003;2007;05;13;33
003;2007;05;14;83
003;2007;05;15;131
003;2007;05;16;104
003;2007;05;17;181
003;2007;05;18;46
003;2007;05;19;59
003;2007;05;20;49
003;2007;05;21;143
003;2007;05;22;138
003;2007;05;23;92
003;2007;05;24;143
003;2007;05;25;103
003;2007;05;26;129
003;2007;05;27;178
003;2007;05;28;84
003;2007;05;29;193
003;2007;05;30;204
003;2007;05;31;242
003;2007;06;1;94
003;2007;06;2;203
003;2007;06;3;208
003;2007;06;4;139
003;2007;06;5;223
003;2007;06;6;135
003;2007;06;7;228
003;2007;06;8;56
003;2007;06;9;94
003;2007;06;10;62
003;2007;06;11;72
003;2007;06;12;233
003;2007;06;13;155
003;2007;06;14;146
003;2007;06;15;84
003;2007;06;16;243
003;2007;06;17;232
003;2007;06;18;207
003;2007;06;19;95
003;2007;06;20;98
003;2007;06;21;82
003;2007;06;22;168
003;2007;06;23;42
003;2007;06;24;108
003;2007;06;25;216
003;2007;06;26;227
003;2007;06;27;45
003;2007;06;28;250
003;2007;06;29;110
003;2007;06;30;199
003;2007;07;1;35
003;2007;07;2;211
003;2007;07;3;43
003;2007;07;4;126
003;2007;07;5;237
003;2007;07;6;208
003;2007;07;7;105
003;2007;07;8;138
003;2007;07;9;173
003;2007;07;10;17
003;2007;07;11;51
003;2007;07;12;152
003;2007;07;13;183
003;2007;07;14;144
003;2007;07;15;122
003;2007;07;16;157
003;2007;07;17;139
003;2007;07;18;156
003;2007;07;19;86
003;2007;07;20;204
003;2007;07;21;124
003;2007;07;22;195
003;2007;07;23;130
003;2007;07;24;69
003;2007;07;25;37
003;2007;07;26;243
003;2007;07;27;62
003;2007;07;28;127
003;2007;07;29;201
003;2007;07;30;220
003;2007;07;31;138
003;2007;08;1;22
003;2007;08;2;164
003;2007;08;3;130
003;2007;08;4;101
003;2007;08;5;207
003;2007;08;6;82
003;2007;08;7;29
003;2007;08;8;217
003;2007;08;9;60
003;2007;08;10;225
003;2007;08;11;24
003;2007;08;12;75
003;2007;08;13;170
003;2007;08;14;93
003;2007;08;15;98
003;2007;08;16;116
003;2007;08;17;90
003;2007;08;18;7
003;2007;08;19;3
003;2007;08;20;55
003;2007;08;21;220
003;2007;08;22;239
003;2007;08;23;96
003;2007;08;24;195
003;2007;08;25;51
003;2007;08;26;58
003;2007;08;27;7
003;2007;08;28;58
003;2007;08;29;126
003;2007;08;30;233
003;2007;08;31;38
003;2007;09;1;243
003;2007;09;2;211
003;2007;09;3;7
003;2007;09;4;38
003;2007;09;5;102
003;2007;09;6;204
003;2007;09;7;141
003;2007;09;8;188
003;2007;09;9;48
003;2007;09;10;49
003;2007;09;11;79
003;2007;09;12;150
003;2007;09;13;246
003;2007;09;14;178
003;2007;09;15;224
003;2007;09;16;157
003;2007;09;17;78
003;2007;09;18;95
003;2007;09;19;151
003;2007;09;20;52
003;2007;09;21;142
003;2007;09;22;28
003;2007;09;23;38
003;2007;09;24;191
003;2007;09;25;242
003;2007;09;26;239
003;2007;09;27;29
003;2007;09;28;45
003;2007;09;29;214
003;2007;09;30;248
003;2007;10;1;235
003;2007;10;2;209
003;2007;10;3;136
003;2007;10;4;120
003;2007;10;5;200
003;2007;10;6;194
003;2007;10;7;16
003;2007;10;8;185
003;2007;10;9;219
003;2007;10;10;244
003;2007;10;11;159
003;2007;10;12;57
003;2007;10;13;82
003;2007;10;14;15
003;2007;10;15;159
003;2007;10;16;233
003;2007;10;17;188
003;2007;10;18;37
003;2007;10;19;179
003;2007;10;20;197
003;2007;10;21;98
003;2007;10;22;122
003;2007;10;23;28
003;2007;10;24;78
003;2007;10;25;99
003;2007;10;26;5
003;2007;10;27;146
003;2007;10;28;156
003;2007;10;29;97
003;2007;10;30;113
003;2007;10;31;173
003;2007;11;1;116
003;2007;11;2;77
003;2007;11;3;173
003;2007;11;4;100
003;2007;11;5;129
003;2007;11;6;100
003;2007;11;7;87
003;2007;11;8;128
003;2007;11;9;200
003;2007;11;10;20
003;2007;11;11;229
003;2007;11;12;197
003;2007;11;13;226
003;2007;11;14;246
003;2007;11;15;165
003;2007;11;16;76
003;2007;11;17;49
003;2007;11;18;174
003;2007;11;19;229
003;2007;11;20;52
003;2007;11;21;115
003;2007;11;22;243
003;2007;11;23;23
003;2007;11;24;72
003;2007;11;25;43
003;2007;11;26;184
003;2007;11;27;27
003;2007;11;28;248
003;2007;11;29;178
003;2007;11;30;33
003;2007;12;1;213
003;2007;12;2;35
003;2007;12;3;209
003;2007;12;4;185
003;2007;12;5;187
003;2007;12;6;18
003;2007;12;7;153
003;2007;12;8;183
003;2007;12;9;45
003;2007;12;10;65
003;2007;12;11;214
003;2007;12;12;76
003;2007;12;13;34
003;2007;12;14;103
003;2007;12;15;99
003;2007;12;16;130
003;2007;12;17;240
003;2007;12;18;114
003;2007;12;19;97
003;2007;12;20;221
003;2007;12;21;128
003;2007;12;22;197
003;2007;12;23;220
003;2007;12;24;154
003;2007;12;25;94
003;2007;12;26;235
003;2007;12;27;149
003;2007;12;28;221
003;2007;12;29;7
003;2007;12;30;128
003;2007;12;31;42
004;2007;01;1;142
004;2007;01;2;214
004;2007;01;3;144
004;2007;01;4;187
004;2007;01;5;93
004;2007;01;6;182
004;2007;01;7;133
004;2007;01;8;83
004;2007;01;9;165
004;2007;01;10;244
004;2007;01;11;119
004;2007;01;12;80
004;2007;01;13;3
004;2007;01;14;64
004;2007;01;15;152
004;2007;01;16;25
004;2007;01;17;156
004;2007;01;18;78
004;2007;01;19;134
004;2007;01;20;187
004;2007;01;21;10
004;2007;01;22;125
004;2007;01;23;82
004;2007;01;24;205
004;2007;01;25;246
004;2007;01;26;186
004;2007;01;27;235
004;2007;01;28;247
004;2007;01;29;29
004;2007;01;30;4
004;2007;01;31;27
004;2007;02;1;184
004;2007;02;2;17
004;2007;02;3;97
004;2007;02;4;89
004;2007;02;5;227
004;2007;02;6;201
004;2007;02;7;17
004;2007;02;8;83
004;2007;02;9;196
004;2007;02;10;3
004;2007;02;11;161
004;2007;02;12;195
004;2007;02;13;118
004;2007;02;14;6
004;2007;02;15;8
004;2007;02;16;203
004;2007;02;17;141
004;2007;02;18;235
004;2007;02;19;207
004;2007;02;20;165
004;2007;02;21;138
004;2007;02;22;48
004;2007;02;23;89
004;2007;02;24;250
004;2007;02;25;112
004;2007;02;26;23
004;2007;02;27;207
004;2007;02;28;152
004;2007;03;1;30
004;2007;03;2;203
004;2007;03;3;128
004;2007;03;4;92
004;2007;03;5;86
004;2007;03;6;72
004;2007;03;7;164
004;2007;03;8;128
004;2007;03;9;214
004;2007;03;10;148
004;2007;03;11;235
004;2007;03;12;198
004;2007;03;13;48
004;2007;03;14;228
004;2007;03;15;165
004;2007;03;16;17
004;2007;03;17;30
004;2007;03;18;155
004;2007;03;19;49
004;2007;03;20;203
004;2007;03;21;88
004;2007;03;22;169
004;2007;03;23;174
004;2007;03;24;198
004;2007;03;25;243
004;2007;03;26;127
004;2007;03;27;52
004;2007;03;28;111
004;2007;03;29;25
004;2007;03;30;117
004;2007;03;31;32
004;2007;04;1;10
004;2007;04;2;3
004;2007;04;3;194
004;2007;04;4;149
004;2007;04;5;124
004;2007;04;6;188
004;2007;04;7;100
004;2007;04;8;43
004;2007;04;9;246
004;2007;04;10;188
004;2007;04;11;90
004;2007;04;12;134
004;2007;04;13;149
004;2007;04;14;102
004;2007;04;15;236
004;2007;04;16;118
004;2007;04;17;88
004;2007;04;18;225
004;2007;04;19;98
004;2007;04;20;157
004;2007;04;21;106
004;2007;04;22;120
004;2007;04;23;139
004;2007;04;24;7
004;2007;04;25;169
004;2007;04;26;34
004;2007;04;27;103
004;2007;04;28;40
004;2007;04;29;176
004;2007;04;30;171
004;2007;05;1;164
004;2007;05;2;194
004;2007;05;3;196
004;2007;05;4;77
004;2007;05;5;6
004;2007;05;6;242
004;2007;05;7;156
004;2007;05;8;221
004;2007;05;9;15
004;2007;05;10;121
004;2007;05;11;7
004;2007;05;12;14
004;2007;05;13;57
004;2007;05;14;215
004;2007;05;15;58
004;2007;05;16;56
004;2007;05;17;204
004;2007;05;18;118
004;2007;05;19;104
004;2007;05;20;173
004;2007;05;21;104
004;2007;05;22;6
004;2007;05;23;54
004;2007;05;24;14
004;2007;05;25;209
004;2007;05;26;10
004;2007;05;27;144
004;2007;05;28;233
004;2007;05;29;4
004;2007;05;30;245
004;2007;05;31;173
004;2007;06;1;4
004;2007;06;2;142
004;2007;06;3;153
004;2007;06;4;52
004;2007;06;5;194
004;2007;06;6;14
004;2007;06;7;131
